legacy_unicode_url,legacy_encoded_url,expected_destination,current_status,current_location,expected_status,notes
/รับซื้อ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD,/รับซื้อสินค้าไอที,404 (production baseline before deploy),,301,hub rename; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-ร้อยเอ็ด,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-ร้อยเอ็ด,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-ร้อยเอ็ด,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-ร้อยเอ็ด,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-เลย,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B9%80%E0%B8%A5%E0%B8%A2,/รับซื้อ/รับซื้อ-ssd-เลย,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-เลย,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B9%80%E0%B8%A5%E0%B8%A2,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-เลย,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B9%80%E0%B8%A5%E0%B8%A2,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-เลย,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B9%80%E0%B8%A5%E0%B8%A2,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-ศรีสะเกษ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-ศรีสะเกษ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-ศรีสะเกษ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-ศรีสะเกษ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-สกลนคร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,/รับซื้อ/รับซื้อ-ssd-สกลนคร,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-สกลนคร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-สกลนคร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-สกลนคร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-สุรินทร์,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,/รับซื้อ/รับซื้อ-ssd-สุรินทร์,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-สุรินทร์,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-สุรินทร์,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-สุรินทร์,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-หนองคาย,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,/รับซื้อ/รับซื้อ-ssd-หนองคาย,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-หนองคาย,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-หนองคาย,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-หนองคาย,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-หนองบัวลำภู,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,/รับซื้อ/รับซื้อ-ssd-หนองบัวลำภู,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-หนองบัวลำภู,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-หนองบัวลำภู,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-หนองบัวลำภู,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-อำนาจเจริญ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,/รับซื้อ/รับซื้อ-ssd-อำนาจเจริญ,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-อำนาจเจริญ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-อำนาจเจริญ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-อำนาจเจริญ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-อุดรธานี,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/รับซื้อ/รับซื้อ-ssd-อุดรธานี,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-อุดรธานี,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-อุดรธานี,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-อุดรธานี,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-อุบลราชธานี,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/รับซื้อ/รับซื้อ-ssd-อุบลราชธานี,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-อุบลราชธานี,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-อุบลราชธานี,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-อุบลราชธานี,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AD%E0%B8%B8%E0%B8%9A%E0%B8%A5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
