url_a,url_b,group_id,normalized_similarity,shared_word_percent,shared_sentence_percent,unique_sections_a,unique_sections_b,same_intent,same_entity,same_location,possible_duplicate,recommended_review
"/รับซื้อ/รับซื้อทีวี-นครราชสีมา","/รับซื้อ/รับซื้อทีวี-บึงกาฬ","G-SA-รับซื้อทีวี","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อทีวี-นครราชสีมา","/รับซื้อ/รับซื้อทีวี-บุรีรัมย์","G-SA-รับซื้อทีวี","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อทีวี-นครราชสีมา","/รับซื้อ/รับซื้อทีวี-มหาสารคาม","G-SA-รับซื้อทีวี","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อทีวี-บึงกาฬ","/รับซื้อ/รับซื้อทีวี-บุรีรัมย์","G-SA-รับซื้อทีวี","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อทีวี-บึงกาฬ","/รับซื้อ/รับซื้อทีวี-มหาสารคาม","G-SA-รับซื้อทีวี","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อทีวี-บุรีรัมย์","/รับซื้อ/รับซื้อทีวี-มหาสารคาม","G-SA-รับซื้อทีวี","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","G-SA-รับซื้อเฟอร์นิเจอร์","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","G-SA-รับซื้ออุปกรณ์-network","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","/รับซื้อ/รับซื้อ-server-ขอนแก่น","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","/รับซื้อ/รับซื้อ-server-ชัยภูมิ","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","/รับซื้อ/รับซื้อ-server-นครพนม","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","/รับซื้อ/รับซื้อ-server-นครราชสีมา","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","/รับซื้อ/รับซื้อ-server-บึงกาฬ","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","/รับซื้อ/รับซื้อ-server-บุรีรัมย์","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","/รับซื้อ/รับซื้อ-server-มหาสารคาม","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","/รับซื้อ/รับซื้อ-server-ชัยภูมิ","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","/รับซื้อ/รับซื้อ-server-นครพนม","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","/รับซื้อ/รับซื้อ-server-นครราชสีมา","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","/รับซื้อ/รับซื้อ-server-บึงกาฬ","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","/รับซื้อ/รับซื้อ-server-บุรีรัมย์","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","/รับซื้อ/รับซื้อ-server-มหาสารคาม","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ชัยภูมิ","/รับซื้อ/รับซื้อ-server-นครพนม","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ชัยภูมิ","/รับซื้อ/รับซื้อ-server-นครราชสีมา","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ชัยภูมิ","/รับซื้อ/รับซื้อ-server-บึงกาฬ","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ชัยภูมิ","/รับซื้อ/รับซื้อ-server-บุรีรัมย์","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-ชัยภูมิ","/รับซื้อ/รับซื้อ-server-มหาสารคาม","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-นครพนม","/รับซื้อ/รับซื้อ-server-นครราชสีมา","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-นครพนม","/รับซื้อ/รับซื้อ-server-บึงกาฬ","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-นครพนม","/รับซื้อ/รับซื้อ-server-บุรีรัมย์","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-นครพนม","/รับซื้อ/รับซื้อ-server-มหาสารคาม","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-นครราชสีมา","/รับซื้อ/รับซื้อ-server-บึงกาฬ","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-นครราชสีมา","/รับซื้อ/รับซื้อ-server-บุรีรัมย์","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-นครราชสีมา","/รับซื้อ/รับซื้อ-server-มหาสารคาม","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-บึงกาฬ","/รับซื้อ/รับซื้อ-server-บุรีรัมย์","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-บึงกาฬ","/รับซื้อ/รับซื้อ-server-มหาสารคาม","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-server-บุรีรัมย์","/รับซื้อ/รับซื้อ-server-มหาสารคาม","G-SA-รับซื้อ-server","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","/รับซื้อ/รับซื้อ-ups-ขอนแก่น","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","/รับซื้อ/รับซื้อ-ups-นครพนม","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","/รับซื้อ/รับซื้อ-ups-นครราชสีมา","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","/รับซื้อ/รับซื้อ-ups-บึงกาฬ","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","/รับซื้อ/รับซื้อ-ups-มหาสารคาม","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-ขอนแก่น","/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-ขอนแก่น","/รับซื้อ/รับซื้อ-ups-นครพนม","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-ขอนแก่น","/รับซื้อ/รับซื้อ-ups-นครราชสีมา","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-ขอนแก่น","/รับซื้อ/รับซื้อ-ups-บึงกาฬ","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-ขอนแก่น","/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-ขอนแก่น","/รับซื้อ/รับซื้อ-ups-มหาสารคาม","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","/รับซื้อ/รับซื้อ-ups-นครพนม","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","/รับซื้อ/รับซื้อ-ups-นครราชสีมา","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
"/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","/รับซื้อ/รับซื้อ-ups-บึงกาฬ","G-SA-รับซื้อ-ups","1.000","100%","n/a","low","low","yes","yes","no","yes-template-duplicate","merge-or-improve-family"
