url,in_original_f04,in_batch11_deferred,current_route_exists,production_status,indexable,canonical,sitemap,current_classification,reason_for_difference,include_in_batch12a
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุบลราชธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุบลราชธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มุกดาหาร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-มุกดาหาร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ยโสธร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-ยโสธร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ร้อยเอ็ด","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-ร้อยเอ็ด","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-เลย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-เลย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ศรีสะเกษ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-ศรีสะเกษ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สกลนคร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-สกลนคร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สุรินทร์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-สุรินทร์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองคาย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-หนองคาย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองบัวลำภู","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-หนองบัวลำภู","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อำนาจเจริญ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-อำนาจเจริญ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุดรธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-อุดรธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุบลราชธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้ออุปกรณ์-network-อุบลราชธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-ขอนแก่น","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-ชัยภูมิ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-ชัยภูมิ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-นครพนม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-นครพนม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-นครราชสีมา","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-นครราชสีมา","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-บึงกาฬ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-บึงกาฬ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-บุรีรัมย์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-บุรีรัมย์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-มหาสารคาม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-มหาสารคาม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-มุกดาหาร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-มุกดาหาร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-ยโสธร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-ยโสธร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-ร้อยเอ็ด","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-ร้อยเอ็ด","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-เลย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-เลย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-ศรีสะเกษ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-ศรีสะเกษ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-สกลนคร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-สกลนคร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-สุรินทร์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-สุรินทร์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-หนองคาย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-หนองคาย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-หนองบัวลำภู","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-หนองบัวลำภู","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-อำนาจเจริญ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-อำนาจเจริญ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-อุดรธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-อุดรธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-server-อุบลราชธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-server-อุบลราชธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-ขอนแก่น","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-ขอนแก่น","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-นครพนม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-นครพนม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-นครราชสีมา","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-นครราชสีมา","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-บึงกาฬ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-บึงกาฬ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-มหาสารคาม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-มหาสารคาม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-มุกดาหาร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-มุกดาหาร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-ยโสธร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-ยโสธร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-ร้อยเอ็ด","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-ร้อยเอ็ด","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-เลย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-เลย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-ศรีสะเกษ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-ศรีสะเกษ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-สกลนคร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-สกลนคร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-สุรินทร์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-สุรินทร์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-หนองคาย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-หนองคาย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-หนองบัวลำภู","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-หนองบัวลำภู","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-อำนาจเจริญ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-อำนาจเจริญ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-อุดรธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-อุดรธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อ-ups-อุบลราชธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-ups-อุบลราชธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มุกดาหาร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มุกดาหาร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ยโสธร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ยโสธร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ร้อยเอ็ด","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ร้อยเอ็ด","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-เลย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-เลย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ศรีสะเกษ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ศรีสะเกษ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สกลนคร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สกลนคร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สุรินทร์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สุรินทร์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองคาย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองคาย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองบัวลำภู","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองบัวลำภู","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อำนาจเจริญ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อำนาจเจริญ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุดรธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุดรธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุบลราชธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุบลราชธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง","yes","yes","yes","200-local-build","yes","https://amphon.co.th/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/blog/คอมบริษัทเก่า-ขายยังไง","yes","yes","yes","200-local-build","yes","https://amphon.co.th/blog/คอมบริษัทเก่า-ขายยังไง","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/blog/โน๊ตบุ๊คเสีย-ขายได้ไหม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/blog/โน๊ตบุ๊คเสีย-ขายได้ไหม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/blog/รับซื้อสินค้าไอทีถึงที่-ปลอดภัยไหม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/blog/รับซื้อสินค้าไอทีถึงที่-ปลอดภัยไหม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/blog/วิธีเช็กราคาก่อนขายโน๊ตบุ๊คมือสอง","yes","yes","yes","200-local-build","yes","https://amphon.co.th/blog/วิธีเช็กราคาก่อนขายโน๊ตบุ๊คมือสอง","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/blog/วิธีเตรียมเครื่องก่อนขายสินค้าไอที","yes","yes","yes","200-local-build","yes","https://amphon.co.th/blog/วิธีเตรียมเครื่องก่อนขายสินค้าไอที","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/contact","yes","no","yes","200-local-build","yes","https://amphon.co.th/contact","yes","ACTIVE_CANDIDATE","อยู่ใน F-04 Audit แต่ไม่อยู่ Batch11 deferred (เช่น utility/contact)","yes"
"/privacy-policy","yes","no","yes","200-local-build","yes","https://amphon.co.th/privacy-policy","yes","ACTIVE_CANDIDATE","อยู่ใน F-04 Audit แต่ไม่อยู่ Batch11 deferred (เช่น utility/contact)","yes"
