url,primary_intent,closest_competing_url,competing_intent,title_overlap,h1_overlap,content_overlap,canonical_relationship,internal_anchor_overlap,gsc_evidence,cannibalization_risk,recommended_primary_url,decision_impact
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อำนาจเจริญ","local-commercial","/บริการ/รับซื้อเฟอร์นิเจอร์","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อเฟอร์นิเจอร์","may-merge-or-improve"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุดรธานี","local-commercial","/บริการ/รับซื้อเฟอร์นิเจอร์","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อเฟอร์นิเจอร์","may-merge-or-improve"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุบลราชธานี","local-commercial","/บริการ/รับซื้อเฟอร์นิเจอร์","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อเฟอร์นิเจอร์","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มุกดาหาร","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ยโสธร","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ร้อยเอ็ด","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-เลย","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ศรีสะเกษ","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สกลนคร","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สุรินทร์","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองคาย","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองบัวลำภู","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อำนาจเจริญ","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุดรธานี","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุบลราชธานี","local-commercial","/บริการ/รับซื้ออุปกรณ์-network","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้ออุปกรณ์-network","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-ชัยภูมิ","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-นครพนม","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-นครราชสีมา","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-บึงกาฬ","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-บุรีรัมย์","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-มหาสารคาม","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-มุกดาหาร","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-ยโสธร","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-ร้อยเอ็ด","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-เลย","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-ศรีสะเกษ","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-สกลนคร","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-สุรินทร์","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-หนองคาย","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-หนองบัวลำภู","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-อำนาจเจริญ","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-อุดรธานี","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-server-อุบลราชธานี","local-commercial","/บริการ/รับซื้อ-server","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-server","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-ขอนแก่น","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-นครพนม","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-นครราชสีมา","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-บึงกาฬ","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-มหาสารคาม","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-มุกดาหาร","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-ยโสธร","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-ร้อยเอ็ด","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-เลย","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-ศรีสะเกษ","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-สกลนคร","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-สุรินทร์","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-หนองคาย","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-หนองบัวลำภู","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-อำนาจเจริญ","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-อุดรธานี","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับซื้อ-ups-อุบลราชธานี","local-commercial","/บริการ/รับซื้อ-ups","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","medium","/บริการ/รับซื้อ-ups","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มุกดาหาร","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ยโสธร","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ร้อยเอ็ด","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-เลย","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ศรีสะเกษ","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สกลนคร","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สุรินทร์","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองคาย","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองบัวลำภู","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อำนาจเจริญ","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุดรธานี","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุบลราชธานี","local-commercial","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","commercial-national","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/บริการ/รับเหมาประมูลอุปกรณ์ไอที","may-merge-or-improve"
"/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง","informational","/","local-hub","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง","may-merge-or-improve"
"/blog/คอมบริษัทเก่า-ขายยังไง","informational","/","local-hub","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/blog/คอมบริษัทเก่า-ขายยังไง","may-merge-or-improve"
"/blog/โน๊ตบุ๊คเสีย-ขายได้ไหม","informational","/","local-hub","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/blog/โน๊ตบุ๊คเสีย-ขายได้ไหม","may-merge-or-improve"
"/blog/รับซื้อสินค้าไอทีถึงที่-ปลอดภัยไหม","informational","/","local-hub","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/blog/รับซื้อสินค้าไอทีถึงที่-ปลอดภัยไหม","may-merge-or-improve"
"/blog/วิธีเช็กราคาก่อนขายโน๊ตบุ๊คมือสอง","informational","/","local-hub","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/blog/วิธีเช็กราคาก่อนขายโน๊ตบุ๊คมือสอง","may-merge-or-improve"
"/blog/วิธีเตรียมเครื่องก่อนขายสินค้าไอที","informational","/","local-hub","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/blog/วิธีเตรียมเครื่องก่อนขายสินค้าไอที","may-merge-or-improve"
"/contact","navigational","/","local-hub","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/contact","may-merge-or-improve"
"/privacy-policy","navigational","/","local-hub","high-template","high-template","high-within-family","self","descriptive-province","GSC_NOT_AVAILABLE","low","/privacy-policy","may-merge-or-improve"
