candidate_url,inbound_before_batch11,inbound_after_batch11,received_new_links,links_from_sources,outbound_links,links_to_priority_pages,decision,links_to_remove_if_merged,links_to_update_if_redirected,links_to_keep_if_improved,risk
"/รับซื้อ/รับซื้อทีวี-มหาสารคาม","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/มหาสารคาม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-มุกดาหาร","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/มุกดาหาร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-ยโสธร","2","2","no","","27","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/ยโสธร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-ร้อยเอ็ด","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/ร้อยเอ็ด|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-เลย","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/เลย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-ศรีสะเกษ","2","2","no","","27","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/ศรีสะเกษ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-สกลนคร","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/สกลนคร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-สุรินทร์","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/สุรินทร์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-หนองคาย","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/หนองคาย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/หนองบัวลำภู|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/อำนาจเจริญ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-อุดรธานี","2","2","no","","27","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/อุดรธานี|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-อุบลราชธานี","2","2","no","","27","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/อุบลราชธานี|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/กาฬสินธุ์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","2","2","no","","27","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/ขอนแก่น|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/ชัยภูมิ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/นครพนม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","2","2","no","","27","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/นครราชสีมา|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/บึงกาฬ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/บุรีรัมย์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/มหาสารคาม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มุกดาหาร","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/มุกดาหาร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ยโสธร","2","2","no","","27","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/ยโสธร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ร้อยเอ็ด","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/ร้อยเอ็ด|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-เลย","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/เลย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ศรีสะเกษ","2","2","no","","27","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/ศรีสะเกษ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สกลนคร","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/สกลนคร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สุรินทร์","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/สุรินทร์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองคาย","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/หนองคาย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองบัวลำภู","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/หนองบัวลำภู|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อำนาจเจริญ","2","2","no","","28","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/อำนาจเจริญ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุดรธานี","2","2","no","","27","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/อุดรธานี|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุบลราชธานี","2","2","no","","27","/บริการ/รับซื้อเฟอร์นิเจอร์|/พื้นที่ให้บริการ/อุบลราชธานี|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/กาฬสินธุ์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","2","2","no","","27","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/ขอนแก่น|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/ชัยภูมิ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/นครพนม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","2","2","no","","27","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/นครราชสีมา|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/บึงกาฬ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/บุรีรัมย์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/มหาสารคาม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มุกดาหาร","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/มุกดาหาร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ยโสธร","2","2","no","","27","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/ยโสธร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ร้อยเอ็ด","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/ร้อยเอ็ด|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-เลย","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/เลย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ศรีสะเกษ","2","2","no","","27","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/ศรีสะเกษ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สกลนคร","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/สกลนคร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สุรินทร์","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/สุรินทร์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองคาย","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/หนองคาย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองบัวลำภู","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/หนองบัวลำภู|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อำนาจเจริญ","2","2","no","","28","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/อำนาจเจริญ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุดรธานี","2","2","no","","27","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/อุดรธานี|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุบลราชธานี","2","2","no","","27","/บริการ/รับซื้ออุปกรณ์-network|/พื้นที่ให้บริการ/อุบลราชธานี|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/กาฬสินธุ์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","2","2","no","","27","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/ขอนแก่น|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-ชัยภูมิ","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/ชัยภูมิ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-นครพนม","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/นครพนม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-นครราชสีมา","2","2","no","","27","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/นครราชสีมา|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-บึงกาฬ","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/บึงกาฬ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-บุรีรัมย์","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/บุรีรัมย์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-มหาสารคาม","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/มหาสารคาม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-มุกดาหาร","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/มุกดาหาร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-ยโสธร","2","2","no","","27","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/ยโสธร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-ร้อยเอ็ด","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/ร้อยเอ็ด|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-เลย","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/เลย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-ศรีสะเกษ","2","2","no","","27","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/ศรีสะเกษ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-สกลนคร","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/สกลนคร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อ-server-สุรินทร์","2","2","no","","28","/บริการ/รับซื้อ-server|/พื้นที่ให้บริการ/สุรินทร์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
