rule_id,source,destination,status_code,permanent,host_condition,query_preserved,unicode_source,encoded_source,external,source_file,rule_order,active,notes
R0086,/รับซื้อ/รับซื้อ-storage-nas-มหาสารคาม,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,86,yes,
R0087,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B2%E0%B8%A1,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,87,yes,
R0088,/รับซื้อ/รับซื้อ-hdd-มุกดาหาร,/รับซื้อ/รับซื้อ-ssd-มุกดาหาร,308,true,,default-false,unicode,no,no,vercel.json,88,yes,
R0089,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,/รับซื้อ/รับซื้อ-ssd-มุกดาหาร,308,true,,default-false,encoded,yes,no,vercel.json,89,yes,
R0090,/รับซื้อ/รับซื้อ-gopro-มุกดาหาร,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,90,yes,
R0091,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,91,yes,
R0092,/รับซื้อ/รับซื้อเลนส์-มุกดาหาร,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,92,yes,
R0093,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,93,yes,
R0094,/รับซื้อ/รับซื้อ-storage-nas-มุกดาหาร,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,94,yes,
R0095,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,95,yes,
R0096,/รับซื้อ/รับซื้อ-hdd-ยโสธร,/รับซื้อ/รับซื้อ-ssd-ยโสธร,308,true,,default-false,unicode,no,no,vercel.json,96,yes,
R0097,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,/รับซื้อ/รับซื้อ-ssd-ยโสธร,308,true,,default-false,encoded,yes,no,vercel.json,97,yes,
R0098,/รับซื้อ/รับซื้อ-gopro-ยโสธร,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,98,yes,
R0099,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,99,yes,
R0100,/รับซื้อ/รับซื้อเลนส์-ยโสธร,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,100,yes,
R0101,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,101,yes,
R0102,/รับซื้อ/รับซื้อ-storage-nas-ยโสธร,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,102,yes,
R0103,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,103,yes,
R0104,/รับซื้อ/รับซื้อ-hdd-ร้อยเอ็ด,/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด,308,true,,default-false,unicode,no,no,vercel.json,104,yes,
R0105,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด,308,true,,default-false,encoded,yes,no,vercel.json,105,yes,
R0106,/รับซื้อ/รับซื้อ-gopro-ร้อยเอ็ด,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,106,yes,
R0107,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,107,yes,
R0108,/รับซื้อ/รับซื้อเลนส์-ร้อยเอ็ด,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,108,yes,
R0109,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,109,yes,
R0110,/รับซื้อ/รับซื้อ-storage-nas-ร้อยเอ็ด,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,110,yes,
R0111,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,111,yes,
R0112,/รับซื้อ/รับซื้อ-hdd-เลย,/รับซื้อ/รับซื้อ-ssd-เลย,308,true,,default-false,unicode,no,no,vercel.json,112,yes,
R0113,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B9%80%E0%B8%A5%E0%B8%A2,/รับซื้อ/รับซื้อ-ssd-เลย,308,true,,default-false,encoded,yes,no,vercel.json,113,yes,
R0114,/รับซื้อ/รับซื้อ-gopro-เลย,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,114,yes,
R0115,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B9%80%E0%B8%A5%E0%B8%A2,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,115,yes,
R0116,/รับซื้อ/รับซื้อเลนส์-เลย,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,116,yes,
R0117,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B9%80%E0%B8%A5%E0%B8%A2,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,117,yes,
R0118,/รับซื้อ/รับซื้อ-storage-nas-เลย,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,118,yes,
R0119,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B9%80%E0%B8%A5%E0%B8%A2,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,119,yes,
R0120,/รับซื้อ/รับซื้อ-hdd-ศรีสะเกษ,/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ,308,true,,default-false,unicode,no,no,vercel.json,120,yes,
R0121,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ,308,true,,default-false,encoded,yes,no,vercel.json,121,yes,
R0122,/รับซื้อ/รับซื้อ-gopro-ศรีสะเกษ,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,122,yes,
R0123,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,123,yes,
R0124,/รับซื้อ/รับซื้อเลนส์-ศรีสะเกษ,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,124,yes,
R0125,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,125,yes,
R0126,/รับซื้อ/รับซื้อ-storage-nas-ศรีสะเกษ,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,126,yes,
R0127,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,127,yes,
R0128,/รับซื้อ/รับซื้อ-hdd-สกลนคร,/รับซื้อ/รับซื้อ-ssd-สกลนคร,308,true,,default-false,unicode,no,no,vercel.json,128,yes,
R0129,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,/รับซื้อ/รับซื้อ-ssd-สกลนคร,308,true,,default-false,encoded,yes,no,vercel.json,129,yes,
R0130,/รับซื้อ/รับซื้อ-gopro-สกลนคร,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,130,yes,
R0131,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,131,yes,
R0132,/รับซื้อ/รับซื้อเลนส์-สกลนคร,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,132,yes,
R0133,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,133,yes,
R0134,/รับซื้อ/รับซื้อ-storage-nas-สกลนคร,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,134,yes,
R0135,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,135,yes,
R0136,/รับซื้อ/รับซื้อ-hdd-สุรินทร์,/รับซื้อ/รับซื้อ-ssd-สุรินทร์,308,true,,default-false,unicode,no,no,vercel.json,136,yes,
R0137,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,/รับซื้อ/รับซื้อ-ssd-สุรินทร์,308,true,,default-false,encoded,yes,no,vercel.json,137,yes,
R0138,/รับซื้อ/รับซื้อ-gopro-สุรินทร์,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,138,yes,
R0139,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,139,yes,
R0140,/รับซื้อ/รับซื้อเลนส์-สุรินทร์,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,140,yes,
R0141,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,141,yes,
R0142,/รับซื้อ/รับซื้อ-storage-nas-สุรินทร์,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,142,yes,
R0143,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,143,yes,
R0144,/รับซื้อ/รับซื้อ-hdd-หนองคาย,/รับซื้อ/รับซื้อ-ssd-หนองคาย,308,true,,default-false,unicode,no,no,vercel.json,144,yes,
R0145,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,/รับซื้อ/รับซื้อ-ssd-หนองคาย,308,true,,default-false,encoded,yes,no,vercel.json,145,yes,
R0146,/รับซื้อ/รับซื้อ-gopro-หนองคาย,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,146,yes,
R0147,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,147,yes,
R0148,/รับซื้อ/รับซื้อเลนส์-หนองคาย,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,148,yes,
R0149,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,149,yes,
R0150,/รับซื้อ/รับซื้อ-storage-nas-หนองคาย,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,150,yes,
R0151,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,151,yes,
R0152,/รับซื้อ/รับซื้อ-hdd-หนองบัวลำภู,/รับซื้อ/รับซื้อ-ssd-หนองบัวลำภู,308,true,,default-false,unicode,no,no,vercel.json,152,yes,
R0153,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,/รับซื้อ/รับซื้อ-ssd-หนองบัวลำภู,308,true,,default-false,encoded,yes,no,vercel.json,153,yes,
R0154,/รับซื้อ/รับซื้อ-gopro-หนองบัวลำภู,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,154,yes,
R0155,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,155,yes,
R0156,/รับซื้อ/รับซื้อเลนส์-หนองบัวลำภู,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,156,yes,
R0157,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,encoded,yes,no,vercel.json,157,yes,
R0158,/รับซื้อ/รับซื้อ-storage-nas-หนองบัวลำภู,/บริการ/รับซื้อ-nas,308,true,,default-false,unicode,no,no,vercel.json,158,yes,
R0159,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,/บริการ/รับซื้อ-nas,308,true,,default-false,encoded,yes,no,vercel.json,159,yes,
R0160,/รับซื้อ/รับซื้อ-hdd-อำนาจเจริญ,/รับซื้อ/รับซื้อ-ssd-อำนาจเจริญ,308,true,,default-false,unicode,no,no,vercel.json,160,yes,
R0161,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,/รับซื้อ/รับซื้อ-ssd-อำนาจเจริญ,308,true,,default-false,encoded,yes,no,vercel.json,161,yes,
R0162,/รับซื้อ/รับซื้อ-gopro-อำนาจเจริญ,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,unicode,no,no,vercel.json,162,yes,
R0163,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,/บริการ/รับซื้อ-gopro-action-camera,308,true,,default-false,encoded,yes,no,vercel.json,163,yes,
R0164,/รับซื้อ/รับซื้อเลนส์-อำนาจเจริญ,/บริการ/รับซื้อเลนส์กล้อง,308,true,,default-false,unicode,no,no,vercel.json,164,yes,
