url,source_file,component,page_type,evidence,source_status,build_status,production_status,expected,classification,action
"/รับซื้อ/รับซื้อ-macbook-อุบลราชธานี","src/content/serviceAreas/รับซื้อ-macbook-อุบลราชธานี.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-macbook-เลย","src/content/serviceAreas/รับซื้อ-macbook-เลย.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-กาฬสินธุ์","src/content/serviceAreas/รับซื้อ-marshall-กาฬสินธุ์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-ขอนแก่น","src/content/serviceAreas/รับซื้อ-marshall-ขอนแก่น.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-ชัยภูมิ","src/content/serviceAreas/รับซื้อ-marshall-ชัยภูมิ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-นครพนม","src/content/serviceAreas/รับซื้อ-marshall-นครพนม.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-นครราชสีมา","src/content/serviceAreas/รับซื้อ-marshall-นครราชสีมา.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-บึงกาฬ","src/content/serviceAreas/รับซื้อ-marshall-บึงกาฬ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-บุรีรัมย์","src/content/serviceAreas/รับซื้อ-marshall-บุรีรัมย์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-มหาสารคาม","src/content/serviceAreas/รับซื้อ-marshall-มหาสารคาม.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-มุกดาหาร","src/content/serviceAreas/รับซื้อ-marshall-มุกดาหาร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-ยโสธร","src/content/serviceAreas/รับซื้อ-marshall-ยโสธร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-ร้อยเอ็ด","src/content/serviceAreas/รับซื้อ-marshall-ร้อยเอ็ด.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-ศรีสะเกษ","src/content/serviceAreas/รับซื้อ-marshall-ศรีสะเกษ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-สกลนคร","src/content/serviceAreas/รับซื้อ-marshall-สกลนคร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-สุรินทร์","src/content/serviceAreas/รับซื้อ-marshall-สุรินทร์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-หนองคาย","src/content/serviceAreas/รับซื้อ-marshall-หนองคาย.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-หนองบัวลำภู","src/content/serviceAreas/รับซื้อ-marshall-หนองบัวลำภู.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-อำนาจเจริญ","src/content/serviceAreas/รับซื้อ-marshall-อำนาจเจริญ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-อุดรธานี","src/content/serviceAreas/รับซื้อ-marshall-อุดรธานี.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-อุบลราชธานี","src/content/serviceAreas/รับซื้อ-marshall-อุบลราชธานี.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-marshall-เลย","src/content/serviceAreas/รับซื้อ-marshall-เลย.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-กาฬสินธุ์","src/content/serviceAreas/รับซื้อ-nintendo-switch-กาฬสินธุ์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-ขอนแก่น","src/content/serviceAreas/รับซื้อ-nintendo-switch-ขอนแก่น.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-ชัยภูมิ","src/content/serviceAreas/รับซื้อ-nintendo-switch-ชัยภูมิ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-นครพนม","src/content/serviceAreas/รับซื้อ-nintendo-switch-นครพนม.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-นครราชสีมา","src/content/serviceAreas/รับซื้อ-nintendo-switch-นครราชสีมา.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-บึงกาฬ","src/content/serviceAreas/รับซื้อ-nintendo-switch-บึงกาฬ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-บุรีรัมย์","src/content/serviceAreas/รับซื้อ-nintendo-switch-บุรีรัมย์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-มหาสารคาม","src/content/serviceAreas/รับซื้อ-nintendo-switch-มหาสารคาม.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-มุกดาหาร","src/content/serviceAreas/รับซื้อ-nintendo-switch-มุกดาหาร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-ยโสธร","src/content/serviceAreas/รับซื้อ-nintendo-switch-ยโสธร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-ร้อยเอ็ด","src/content/serviceAreas/รับซื้อ-nintendo-switch-ร้อยเอ็ด.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-ศรีสะเกษ","src/content/serviceAreas/รับซื้อ-nintendo-switch-ศรีสะเกษ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-สกลนคร","src/content/serviceAreas/รับซื้อ-nintendo-switch-สกลนคร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-สุรินทร์","src/content/serviceAreas/รับซื้อ-nintendo-switch-สุรินทร์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-หนองคาย","src/content/serviceAreas/รับซื้อ-nintendo-switch-หนองคาย.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-หนองบัวลำภู","src/content/serviceAreas/รับซื้อ-nintendo-switch-หนองบัวลำภู.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-อำนาจเจริญ","src/content/serviceAreas/รับซื้อ-nintendo-switch-อำนาจเจริญ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-อุดรธานี","src/content/serviceAreas/รับซื้อ-nintendo-switch-อุดรธานี.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-อุบลราชธานี","src/content/serviceAreas/รับซื้อ-nintendo-switch-อุบลราชธานี.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-nintendo-switch-เลย","src/content/serviceAreas/รับซื้อ-nintendo-switch-เลย.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-กาฬสินธุ์","src/content/serviceAreas/รับซื้อ-playstation-กาฬสินธุ์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-ขอนแก่น","src/content/serviceAreas/รับซื้อ-playstation-ขอนแก่น.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-ชัยภูมิ","src/content/serviceAreas/รับซื้อ-playstation-ชัยภูมิ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-นครพนม","src/content/serviceAreas/รับซื้อ-playstation-นครพนม.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-นครราชสีมา","src/content/serviceAreas/รับซื้อ-playstation-นครราชสีมา.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-บึงกาฬ","src/content/serviceAreas/รับซื้อ-playstation-บึงกาฬ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-บุรีรัมย์","src/content/serviceAreas/รับซื้อ-playstation-บุรีรัมย์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-มหาสารคาม","src/content/serviceAreas/รับซื้อ-playstation-มหาสารคาม.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-มุกดาหาร","src/content/serviceAreas/รับซื้อ-playstation-มุกดาหาร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-ยโสธร","src/content/serviceAreas/รับซื้อ-playstation-ยโสธร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-ร้อยเอ็ด","src/content/serviceAreas/รับซื้อ-playstation-ร้อยเอ็ด.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-ศรีสะเกษ","src/content/serviceAreas/รับซื้อ-playstation-ศรีสะเกษ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-สกลนคร","src/content/serviceAreas/รับซื้อ-playstation-สกลนคร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-สุรินทร์","src/content/serviceAreas/รับซื้อ-playstation-สุรินทร์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-หนองคาย","src/content/serviceAreas/รับซื้อ-playstation-หนองคาย.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-หนองบัวลำภู","src/content/serviceAreas/รับซื้อ-playstation-หนองบัวลำภู.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-อำนาจเจริญ","src/content/serviceAreas/รับซื้อ-playstation-อำนาจเจริญ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-อุดรธานี","src/content/serviceAreas/รับซื้อ-playstation-อุดรธานี.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-อุบลราชธานี","src/content/serviceAreas/รับซื้อ-playstation-อุบลราชธานี.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-playstation-เลย","src/content/serviceAreas/รับซื้อ-playstation-เลย.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-กาฬสินธุ์","src/content/serviceAreas/รับซื้อ-ssd-กาฬสินธุ์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-ขอนแก่น","src/content/serviceAreas/รับซื้อ-ssd-ขอนแก่น.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-ชัยภูมิ","src/content/serviceAreas/รับซื้อ-ssd-ชัยภูมิ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-นครพนม","src/content/serviceAreas/รับซื้อ-ssd-นครพนม.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-นครราชสีมา","src/content/serviceAreas/รับซื้อ-ssd-นครราชสีมา.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-บึงกาฬ","src/content/serviceAreas/รับซื้อ-ssd-บึงกาฬ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-บุรีรัมย์","src/content/serviceAreas/รับซื้อ-ssd-บุรีรัมย์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-มหาสารคาม","src/content/serviceAreas/รับซื้อ-ssd-มหาสารคาม.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-มุกดาหาร","src/content/serviceAreas/รับซื้อ-ssd-มุกดาหาร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-ยโสธร","src/content/serviceAreas/รับซื้อ-ssd-ยโสธร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด","src/content/serviceAreas/รับซื้อ-ssd-ร้อยเอ็ด.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ","src/content/serviceAreas/รับซื้อ-ssd-ศรีสะเกษ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-สกลนคร","src/content/serviceAreas/รับซื้อ-ssd-สกลนคร.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-สุรินทร์","src/content/serviceAreas/รับซื้อ-ssd-สุรินทร์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-หนองคาย","src/content/serviceAreas/รับซื้อ-ssd-หนองคาย.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-หนองบัวลำภู","src/content/serviceAreas/รับซื้อ-ssd-หนองบัวลำภู.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-อำนาจเจริญ","src/content/serviceAreas/รับซื้อ-ssd-อำนาจเจริญ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-อุดรธานี","src/content/serviceAreas/รับซื้อ-ssd-อุดรธานี.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-อุบลราชธานี","src/content/serviceAreas/รับซื้อ-ssd-อุบลราชธานี.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-ssd-เลย","src/content/serviceAreas/รับซื้อ-ssd-เลย.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-surface-กาฬสินธุ์","src/content/serviceAreas/รับซื้อ-surface-กาฬสินธุ์.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-surface-ขอนแก่น","src/content/serviceAreas/รับซื้อ-surface-ขอนแก่น.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-surface-ชัยภูมิ","src/content/serviceAreas/รับซื้อ-surface-ชัยภูมิ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-surface-นครพนม","src/content/serviceAreas/รับซื้อ-surface-นครพนม.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-surface-นครราชสีมา","src/content/serviceAreas/รับซื้อ-surface-นครราชสีมา.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
"/รับซื้อ/รับซื้อ-surface-บึงกาฬ","src/content/serviceAreas/รับซื้อ-surface-บึงกาฬ.md","markdown-body","serviceArea","tel:0642579353 x1","FIXED","PENDING_BUILD","WAS_MIXED_PRE_FIX","tel:+66642579353 only","CONFIRMED_ACTIVE","normalize_href_e164"
