url,status,lastmod,robots,canonical,in_local_sitemap,in_local_routes,result
/รับซื้อ/รับซื้อ-iphone-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-ศรีสะเกษ,200,2026-05-30,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://amphon.co.th/รับซื้อ/รับซื้อ-jbl-ศรีสะเกษ,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-jbl-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-mac-mini-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-macbook-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-marshall-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-ศรีสะเกษ,200,2026-05-30,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://amphon.co.th/รับซื้อ/รับซื้อ-nintendo-switch-ศรีสะเกษ,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-nintendo-switch-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-playstation-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-อุบลราชธานี,200,2026-08-01,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-server-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ssd-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-ศรีสะเกษ,200,2026-05-30,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://amphon.co.th/รับซื้อ/รับซื้อ-surface-ศรีสะเกษ,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-surface-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-อุบลราชธานี,200,2026-08-01,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ups-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อซีพียู-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-ศรีสะเกษ,200,2026-05-30,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://amphon.co.th/รับซื้อ/รับซื้อกล้อง-canon-ศรีสะเกษ,yes,yes,PASS
/รับซื้อ/รับซื้อกล้อง-canon-สกลนคร,200,2026-05-30,,,yes,yes,PASS
