url,decision_group,page_strategy,owner_status,bucket,notes
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุดรธานี,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุบลราชธานี,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มุกดาหาร,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ยโสธร,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ร้อยเอ็ด,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ศรีสะเกษ,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สกลนคร,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สุรินทร์,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองคาย,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองบัวลำภู,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อำนาจเจริญ,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุดรธานี,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-เลย,MERGE-FURNITURE,REQUIRES_SEPARATE_OWNER_REVIEW,MERGE REVIEW PENDING,Merge review pending,outside BD-01–BD-07
