url,field,issue,value,group_size,result
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์,title,LONG_SIGNAL,106,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม,title,LONG_SIGNAL,106,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มุกดาหาร,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ยโสธร,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ร้อยเอ็ด,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ศรีสะเกษ,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สกลนคร,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สุรินทร์,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองคาย,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองบัวลำภู,title,LONG_SIGNAL,108,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อำนาจเจริญ,title,LONG_SIGNAL,107,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุดรธานี,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุบลราชธานี,title,LONG_SIGNAL,108,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-เลย,title,LONG_SIGNAL,100,1,SIGNAL
