url,page_type,inbound_count,thin_evidence,reason_deferred,recommended_f04_action,status
"/รับซื้อ/รับซื้อโดรน-ชัยภูมิ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-นครพนม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-นครราชสีมา","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-บึงกาฬ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-บุรีรัมย์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-มหาสารคาม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-มุกดาหาร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-ยโสธร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-ร้อยเอ็ด","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-ศรีสะเกษ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-สกลนคร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-สุรินทร์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-หนองคาย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-หนองบัวลำภู","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-อำนาจเจริญ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-อุดรธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-อุบลราชธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-เลย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มุกดาหาร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ยโสธร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ร้อยเอ็ด","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ศรีสะเกษ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สกลนคร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สุรินทร์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองคาย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองบัวลำภู","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อำนาจเจริญ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุดรธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อุบลราชธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-เลย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
